SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
ACC,EQ,1380,1393.7,1345.7,1360.65,1349,1377.75,710190,972745422.25,22-SEP-2020,33686,INE012A01025,
ACCELYA,EQ,1025.8,1028,1021.35,1023.3,1027.45,1025.8,33283,34108863.75,22-SEP-2020,609,INE793A01012,
ACCURACY,SM,37,37.1,37,37.1,37.1,39.75,4800,177760,22-SEP-2020,3,INE648Z01015,
ACE,EQ,68,68.35,63.05,65.35,65.7,66.55,272876,17724644.2,22-SEP-2020,2568,INE731H01025,
ADANIENT,EQ,278.25,283,257.5,280.4,281.85,277.1,12536116,3418891179.6,22-SEP-2020,102459,INE423A01024,
ADANIGAS,EQ,187.7,190,176.95,188.45,190,186.3,2465479,453685167.9,22-SEP-2020,25642,INE399L01023,
ADANIGREEN,EQ,636,647,619.2,619.2,619.2,651.75,957151,596291110.3,22-SEP-2020,26072,INE364U01010,
ADANIPORTS,EQ,347.85,348.35,327.15,332.3,331.65,347.85,4670215,1558723599.85,22-SEP-2020,58839,INE742F01042,
ADANIPOWER,EQ,36.95,37.1,36.05,36.7,36.75,37,2487364,91106536.25,22-SEP-2020,6135,INE814H01011,
ADANITRANS,EQ,245.6,252.1,231.65,246.7,245.95,245.6,406313,99695100.15,22-SEP-2020,12570,INE931S01010,
ADFFOODS,EQ,417.6,426.75,396.35,407.4,410,417.2,177338,72062203.2,22-SEP-2020,6481,INE982B01019,
ADHUNIKIND,EQ,19.7,19.7,18.2,18.65,18.3,19.15,61214,1155766.8,22-SEP-2020,138,INE452L01012,
ADORWELD,EQ,256.95,256.95,242.35,246.25,247,256.9,23468,5792745.4,22-SEP-2020,1237,INE045A01017,
ADROITINFO,EQ,4.8,4.8,4.8,4.8,4.8,5.05,3814,18307.2,22-SEP-2020,7,INE737B01033,
ADSL,EQ,23.5,24,22.8,23.05,22.95,24,54134,1253113.15,22-SEP-2020,253,INE102I01027,
ADVANIHOTR,EQ,41.25,41.65,38.25,39.5,40,41.55,14986,592853.15,22-SEP-2020,364,INE199C01026,
ADVENZYMES,EQ,238,239,216.7,222.1,224.3,234.5,766376,173545635.95,22-SEP-2020,18588,INE837H01020,
AEGISCHEM,EQ,232.15,245,217.95,229.3,231,233.8,228411,53631270.85,22-SEP-2020,7868,INE208C01025,
AFFLE,EQ,2905.1,2922.95,2804.15,2871.55,2885,2951.7,84269,238605151.05,22-SEP-2020,12432,INE00WC01019,
AGARIND,EQ,96.4,98.15,92,93.6,93.1,98.15,25625,2410302.6,22-SEP-2020,339,INE204E01012,
AGCNET,EQ,365.9,365.9,326.1,348.8,348,347.6,9356,3228174.3,22-SEP-2020,401,INE676A01019,
AGRITECH,EQ,30.1,30.65,29.25,29.75,29.5,30.1,6047,179657.85,22-SEP-2020,65,INE449G01018,
AGROPHOS,EQ,10.1,10.1,9.6,9.85,9.9,10.05,11580,113439.15,22-SEP-2020,108,INE740V01019,
AHIMSA,SM,19.7,19.7,19.7,19.7,19.7,20.75,6000,118200,22-SEP-2020,1,INE136T01014,
AHLEAST,EQ,147.05,149.95,145.05,147.7,147,147.05,420,62607.25,22-SEP-2020,27,INE926K01017,
AHLUCONT,EQ,251.85,252.3,238,243.1,242.4,249.7,26654,6468552.2,22-SEP-2020,1568,INE758C01029,
AHLWEST,EQ,275,294,271.15,287.4,288.95,275,7765,2197743.2,22-SEP-2020,164,INE915K01010,
AIAENG,EQ,1779.4,1809.25,1760,1791.8,1797.75,1799.4,21195,37759127.4,22-SEP-2020,3461,INE212H01026,
AIONJSW,EQ,18.45,18.65,17.8,18.2,18.05,18.45,231227,4182258.1,22-SEP-2020,282,INE743C01021,
AIRAN,EQ,12.1,12.1,11.3,11.75,11.9,11.8,23433,271585.6,22-SEP-2020,135,INE645W01026,
AIROLAM,SM,24,24,24,24,24,24,3000,72000,22-SEP-2020,1,INE801L01010,
AJANTPHARM,EQ,1590.65,1625,1509,1560.3,1576.85,1590.65,251332,396232872.6,22-SEP-2020,24387,INE031B01049,
AJMERA,EQ,84,84.5,79.3,82.05,83.8,83.6,55117,4481658.55,22-SEP-2020,1592,INE298G01027,
AKASH,BE,238,245,230,240,233.5,240.55,4265,995024.95,22-SEP-2020,74,INE737W01013,
AKG,SM,46,46.1,46,46.1,46.1,46.95,8000,368400,22-SEP-2020,2,INE00Y801016,
AKSHARCHEM,EQ,231,232.6,214,221.35,223,230.6,26952,5931379.9,22-SEP-2020,1537,INE542B01011,
AKSHOPTFBR,EQ,5.8,5.9,5.65,5.7,5.7,5.9,152085,866331.2,22-SEP-2020,399,INE523B01011,
AKZOINDIA,EQ,2091.4,2120,2061.7,2087.8,2099.5,2108.65,9799,20546030.4,22-SEP-2020,2068,INE133A01011,
ALANKIT,EQ,16.4,16.6,15.45,15.55,15.7,16.7,269607,4235996.9,22-SEP-2020,873,INE914E01040,
ALBERTDAVD,EQ,430,430,401.1,417.8,414,430.5,16290,6793439.45,22-SEP-2020,1178,INE155C01010,
ALCHEM,EQ,5.05,5.25,4.8,4.85,4.95,5.05,68247,331177.95,22-SEP-2020,155,INE964B01033,
ALEMBICLTD,EQ,108,108.4,98.65,105.5,106.2,109.4,1230309,128310516.7,22-SEP-2020,11620,INE426A01027,
ALICON,EQ,335,337.05,312.95,333.85,335,339.85,1751,563375.8,22-SEP-2020,181,INE062D01024,
ALKALI,EQ,47.5,48.45,44,45.5,45.6,47.45,36080,1646481.5,22-SEP-2020,1055,INE773I01017,
ALKEM,EQ,2870,2875,2745.35,2802.5,2800,2863.4,213484,597781011.4,22-SEP-2020,26311,INE540L01014,
ALKYLAMINE,EQ,3182,3188.85,2855,3071.85,3110,3200.05,88340,266189414.5,22-SEP-2020,15326,INE150B01021,
ALLCARGO,EQ,117.3,119.8,113,117.25,117.9,117.05,543860,63872036,22-SEP-2020,7070,INE418H01029,
ALLSEC,EQ,242.2,251.95,228,242.8,245,246.7,4299,1019351.1,22-SEP-2020,237,INE835G01018,
ALMONDZ,EQ,11.55,11.75,11.45,11.6,11.65,12.05,13946,160932,22-SEP-2020,70,INE326B01027,
ALOKINDS,EQ,25.75,25.75,25.75,25.75,25.75,27.1,1915827,49332545.25,22-SEP-2020,6506,INE270A01029,
ALPA,EQ,28.45,28.5,27.05,27.2,27.35,28.45,51280,1398955.45,22-SEP-2020,389,INE385I01010,
ALPHAGEO,EQ,158.6,158.6,150.5,154.45,154.5,158.4,10538,1623060.9,22-SEP-2020,545,INE137C01018,
ALPSINDUS,EQ,1.25,1.3,1.25,1.25,1.3,1.3,7781,9794.75,22-SEP-2020,19,INE093B01015,
AMARAJABAT,EQ,716,725.7,696.6,710.45,710.2,725.4,823514,585869397.05,22-SEP-2020,19066,INE885A01032,
AMBER,EQ,1993,2019.95,1790,1972.5,1972,1992.45,360441,688022050.55,22-SEP-2020,36616,INE371P01015,
AMBIKCO,EQ,679,683.15,635.5,638.3,639,675.9,20289,13034211.65,22-SEP-2020,1179,INE540G01014,
AMBUJACEM,EQ,209.5,210.55,203,206.8,205.3,209.75,3532428,731119557.9,22-SEP-2020,34108,INE079A01024,
AMDIND,EQ,16,16,15.3,15.45,15.6,15.8,3982,61724.55,22-SEP-2020,61,INE005I01014,
AMJLAND,EQ,17.65,18.2,17.1,18.05,18,17.8,10464,187123.3,22-SEP-2020,72,INE606A01024,
AMJUMBO,SM,9,9,8.5,9,9,8.6,40000,356000,22-SEP-2020,5,INE749Y01014,
AMRUTANJAN,EQ,448,449.6,421,427.6,429,443.7,101945,43595605.45,22-SEP-2020,5688,INE098F01031,
ANANTRAJ,EQ,26.8,27.9,25.95,26.9,26.85,26.8,123801,3275714.35,22-SEP-2020,840,INE242C01024,
ANDHRACEMT,EQ,4.85,4.85,4.6,4.65,4.7,4.8,139929,652924.1,22-SEP-2020,411,INE666E01012,
ANDHRAPAP,EQ,198.2,200.7,184,196.15,195.05,199.2,29123,5629750.8,22-SEP-2020,1226,INE435A01028,
ANDHRSUGAR,EQ,296.1,301.15,283.2,292.95,293.8,300.05,39301,11511411.75,22-SEP-2020,1994,INE715B01013,
ANIKINDS,EQ,12.7,12.8,12.45,12.55,12.5,13.1,4238,53088.15,22-SEP-2020,41,INE087B01017,
ANKITMETAL,BE,0.9,0.95,0.9,0.95,0.95,0.9,58228,53842.95,22-SEP-2020,55,INE106I01010,
ANSALAPI,EQ,4,4.15,3.8,3.85,3.85,4,116572,446144.1,22-SEP-2020,180,INE436A01026,
ANSALHSG,EQ,4,4.1,3.85,3.95,3.95,4,9219,36303.9,22-SEP-2020,35,INE880B01015,
ANUP,EQ,555,570,530,557.75,560.25,570.55,15486,8531167.25,22-SEP-2020,1560,INE294Z01018,
APARINDS,EQ,300,302.45,285.65,287.95,288,300.05,72606,21008784.35,22-SEP-2020,3142,INE372A01015,
APCL,EQ,188.8,190.4,166.5,172.75,171.5,187.45,58721,10181040.7,22-SEP-2020,2134,INE071F01012,
APCOTEXIND,EQ,143.5,148.95,136.1,145.4,146,145.65,77430,10969119.8,22-SEP-2020,3657,INE116A01032,
APEX,EQ,255,256.05,241.2,248.35,249.4,256.55,139201,34554867.45,22-SEP-2020,3873,INE346W01013,
APLAPOLLO,EQ,2704.4,2705,2525.1,2550.85,2525.1,2684.3,75182,193988599.85,22-SEP-2020,11699,INE702C01019,
APLLTD,EQ,929,940,865.85,917.55,923,920.45,547686,497866053.85,22-SEP-2020,31933,INE901L01018,
APOLLO,EQ,117.5,118.2,110,114.55,114.85,116.7,99818,11331081.9,22-SEP-2020,2637,INE713T01010,
APOLLOHOSP,EQ,1842.95,1842.95,1763,1789.15,1790,1831.55,1384803,2473684586.7,22-SEP-2020,63293,INE437A01024,
APOLLOPIPE,EQ,404.4,404.5,372.2,386.9,386.05,396.2,33057,12711404.35,22-SEP-2020,2686,INE126J01016,
APOLLOTYRE,EQ,124.85,124.85,117.7,124,124,124.85,8420454,1024815565.35,22-SEP-2020,37705,INE438A01022,
APOLSINHOT,EQ,547.3,547.3,481.95,515.75,515.9,536.9,791,403910.45,22-SEP-2020,115,INE451F01024,
APTECHT,EQ,118.7,119.2,110,113.95,113.4,118,243314,27729797.75,22-SEP-2020,5098,INE266F01018,
ARCHIDPLY,EQ,26.1,26.15,24.15,25.15,24.85,26.1,35754,897545.75,22-SEP-2020,294,INE877I01016,
ARCHIES,EQ,11.85,11.9,11.65,11.7,11.65,11.95,14222,166657.2,22-SEP-2020,93,INE731A01020,
ARCOTECH,BE,2.2,2.35,2.2,2.2,2.25,2.3,18852,42984.65,22-SEP-2020,60,INE574I01035,
ARENTERP,EQ,11.05,11.5,10.7,11.45,11.5,11.5,3609,40571.4,22-SEP-2020,19,INE610C01014,
ARIES,EQ,77.1,79.4,73.9,75.05,75.3,77.75,44774,3370104.4,22-SEP-2020,491,INE298I01015,
ARIHANT,EQ,15.7,16.55,15.25,16.3,16.55,15.9,1495,24083.35,22-SEP-2020,22,INE413D01011,
ARIHANTSUP,EQ,20,20,18.9,18.9,18.9,19.85,6867,130662.85,22-SEP-2020,37,INE643K01018,
ARMANFIN,EQ,530,540,502.85,515.6,512,529.3,13801,7006604.35,22-SEP-2020,1275,INE109C01017,
AROGRANITE,EQ,26.5,26.85,25,25.95,25.7,26.85,12943,336966.1,22-SEP-2020,210,INE210C01013,
ARROWGREEN,EQ,48.05,51.6,46.9,51.45,51.6,49.15,14470,728581.2,22-SEP-2020,383,INE570D01018,
ARSHIYA,EQ,13.05,13.05,12.05,12.4,12.3,12.45,55352,687935.1,22-SEP-2020,170,INE968D01022,
ARSSINFRA,EQ,14.05,14.05,13,13.2,13.85,13.5,8423,112394.05,22-SEP-2020,71,INE267I01010,
ARTEMISMED,EQ,154.75,154.75,144.7,151.75,153.95,148.65,4953,744690.6,22-SEP-2020,77,INE025R01013,
ARVIND,EQ,31.1,31.1,29.1,30.1,30.4,31.05,2681003,80177001.7,22-SEP-2020,14614,INE034A01011,
ARVINDFASN,EQ,128.35,129.65,121,125.95,125.95,126.4,130736,16278678.95,22-SEP-2020,2620,INE955V01021,
ARVSMART,EQ,88.5,91,83.05,85.15,85.75,88.25,49824,4266862.8,22-SEP-2020,1621,INE034S01021,
ASAHIINDIA,EQ,213.5,214.75,203.2,211.2,212.4,215.7,34505,7219405.95,22-SEP-2020,1600,INE439A01020,
ASAHISONG,EQ,205.15,213,192.5,206.85,208.2,208.7,50759,10274443.65,22-SEP-2020,1279,INE228I01012,
ASAL,EQ,21.3,21.35,20.9,21.35,21.35,21.95,4052,85992.85,22-SEP-2020,33,INE900C01027,
ASALCBR,EQ,257.8,258.9,238.95,249,248,255.9,66025,16363845.85,22-SEP-2020,2753,INE073G01016,
ASHAPURMIN,EQ,90,91,84.85,85,84.85,89.3,283279,24309992.8,22-SEP-2020,2147,INE348A01023,
ASHIANA,EQ,71.5,73,68.9,71.45,73,72.5,65581,4603033.6,22-SEP-2020,1032,INE365D01021,
ASHIMASYN,EQ,8.7,8.85,8.55,8.55,8.55,9,28351,245592,22-SEP-2020,49,INE440A01010,
ASHOKA,EQ,68,68.5,62.05,65.45,65.9,67.95,1443794,93747503.7,22-SEP-2020,8824,INE442H01029,
ASHOKLEY,EQ,74.6,76.35,70.75,74.45,75.45,74.6,91705200,6758178516.3,22-SEP-2020,211652,INE208A01029,
ASIANHOTNR,EQ,56.05,56.4,54.5,54.7,54.5,56.8,3868,213560.25,22-SEP-2020,117,INE363A01022,
ASIANPAINT,EQ,1990.2,1995.7,1926.35,1937.5,1934.65,1972.55,1974860,3851625633.2,22-SEP-2020,80009,INE021A01026,
ASIANTILES,EQ,301.8,304.75,285.65,297.5,301.85,300.65,371021,108584796.6,22-SEP-2020,9732,INE022I01019,
ASPINWALL,EQ,133.4,140.25,125,129.55,131,134.25,1254,164800.8,22-SEP-2020,87,INE991I01015,
ASTEC,EQ,1184.9,1184.9,1022.55,1096.15,1102,1177.05,176882,194316071.1,22-SEP-2020,13055,INE563J01010,
ASTERDM,EQ,133.75,139.3,125.45,136.35,135.1,133.75,233426,31117621,22-SEP-2020,4581,INE914M01019,
ASTRAL,EQ,1100,1104.95,1065.55,1071.55,1075.8,1102.2,87854,95122212.85,22-SEP-2020,8091,INE006I01046,
ASTRAMICRO,EQ,121,121.85,113.5,119.95,120.1,121.2,623197,73843239.1,22-SEP-2020,6687,INE386C01029,
ASTRAZEN,EQ,4450,4450,4210.05,4366.6,4380,4407.65,82334,356969182.7,22-SEP-2020,15661,INE203A01020,
ASTRON,EQ,42,42.9,41.05,42.45,42.85,42.4,32996,1381656.4,22-SEP-2020,256,INE646X01014,
ATFL,EQ,681.6,682.05,662.5,676.6,681.6,681.6,10903,7349449.55,22-SEP-2020,1467,INE209A01019,
ATLANTA,EQ,7.05,7.05,6.7,6.7,6.7,7.05,16040,108714.55,22-SEP-2020,90,INE285H01022,
ATLASCYCLE,BE,44.6,47,42.65,46,46.55,44.85,6267,280515.25,22-SEP-2020,87,INE446A01025,
ATUL,EQ,6250,6439.85,6011.9,6195.85,6199.9,6249.05,53287,332809335.25,22-SEP-2020,12630,INE100A01010,
ATULAUTO,EQ,174.4,174.95,167,170.95,172,173.1,61392,10500860.85,22-SEP-2020,2223,INE951D01028,
AUBANK,EQ,695.75,695.75,665,667.8,667.15,695.75,587935,396141493.2,22-SEP-2020,12848,INE949L01017,
AURIONPRO,EQ,82,82,74.2,74.35,74.25,78.1,31525,2415530.95,22-SEP-2020,364,INE132H01018,
AUROPHARMA,EQ,798.25,812,768,799.1,802.6,792.35,5714064,4540959909.15,22-SEP-2020,137170,INE406A01037,
AUSOMENT,EQ,41.55,43,38,41.55,41.9,41.9,14338,601818.45,22-SEP-2020,82,INE218C01016,
AUTOAXLES,EQ,750.7,755.95,701.3,715.2,716.5,746.95,24219,17552913.15,22-SEP-2020,3780,INE449A01011,
AUTOIND,EQ,28.55,29,28.5,28.65,28.75,30,12736,364449.05,22-SEP-2020,204,INE718H01014,
AUTOLITIND,EQ,19,19,17.65,18.45,18.85,19.25,4425,81813.75,22-SEP-2020,111,INE448A01013,
AVADHSUGAR,EQ,184.05,184.1,172.1,179.55,179.65,183.65,36286,6460693.95,22-SEP-2020,1428,INE349W01017,
AVANTIFEED,EQ,498,498.2,475,486.75,488.3,498.55,350161,170094920.3,22-SEP-2020,13090,INE871C01038,
AVTNPL,EQ,44.35,45.25,40.9,44.05,44.5,45.7,297154,12912317,22-SEP-2020,1938,INE488D01021,
AXISBANK,EQ,424,426.65,406.3,412,412.75,423.35,27558211,11487777310.55,22-SEP-2020,270084,INE238A01034,
AXISCADES,EQ,53.1,54.5,50.8,51.35,52.25,53.1,46913,2451335.7,22-SEP-2020,816,INE555B01013,
AXISGOLD,EQ,43.65,44.55,43.65,44.1,44.15,44.7,124425,5489381.45,22-SEP-2020,637,INF846K01W80,
AXISNIFTY,EQ,128.9,128.9,114.21,115,115,115.93,5707,656896.61,22-SEP-2020,78,INF846K01W98,
AYMSYNTEX,EQ,25.15,26,23.1,25.3,25,25.5,19833,486234.5,22-SEP-2020,418,INE193B01039,
BAFNAPH,EQ,31.3,31.3,31.3,31.3,31.3,29.85,118,3693.4,22-SEP-2020,4,INE878I01022,
BAGFILMS,EQ,2.55,2.6,2.5,2.55,2.55,2.55,74108,187327.8,22-SEP-2020,53,INE116D01028,
BAJAJ-AUTO,EQ,2984.2,3009.45,2942.1,2985.85,2982,2986.7,690801,2058352366,22-SEP-2020,36403,INE917I01010,
BAJAJCON,EQ,179,179.5,168.5,174.8,174.5,180.35,561623,97604561.45,22-SEP-2020,9650,INE933K01021,
BAJAJELEC,BL,462.9,462.9,462.9,462.9,462.9,220,324000,149979600,22-SEP-2020,1,INE193E01025,
BAJAJELEC,EQ,474.75,475.95,442.05,456.7,455.6,472.95,190001,86757727,22-SEP-2020,8958,INE193E01025,
BAJAJFINSV,EQ,5712.25,5756,5545,5682.3,5670,5712.25,645230,3651218566.5,22-SEP-2020,54546,INE918I01018,
BAJAJHIND,EQ,5.2,5.25,4.7,4.95,5,5.2,3341372,16322963.6,22-SEP-2020,2835,INE306A01021,
BAJAJHLDNG,EQ,2480.05,2509.6,2392.5,2404.25,2415.75,2516.4,55015,134161906.7,22-SEP-2020,9155,INE118A01012,
BAJFINANCE,EQ,3329,3353.8,3217.05,3303,3312,3330.15,4224977,13862276308.65,22-SEP-2020,197724,INE296A01024,
BALAJITELE,EQ,72.9,74.9,66.5,73.65,74.5,72.3,281918,19816122.75,22-SEP-2020,3187,INE794B01026,
BALAMINES,EQ,842.2,843.7,741.65,805.95,811.1,835.8,238946,190108377.4,22-SEP-2020,13069,INE050E01027,
BALAXI,BE,960.65,960.65,869.25,869.25,869.25,914.95,7535,6832697.1,22-SEP-2020,627,INE618N01014,
BALKRISHNA,EQ,13.55,13.95,12.95,13.15,13.15,13.55,900,12256.1,22-SEP-2020,20,INE875R01011,
BALKRISIND,EQ,1318.45,1353.15,1282.4,1315.3,1313.75,1318.45,547767,721483148.95,22-SEP-2020,25715,INE787D01026,
BALLARPUR,BE,1.35,1.4,1.3,1.3,1.35,1.35,1208314,1589270.25,22-SEP-2020,460,INE294A01037,
BALMLAWRIE,EQ,107,107.05,101.8,102.05,102,106.6,238726,24537548.65,22-SEP-2020,3352,INE164A01016,
BALPHARMA,EQ,45,45.05,42.05,43.6,43.9,45,21394,928956.65,22-SEP-2020,416,INE083D01012,
BALRAMCHIN,EQ,149.15,154.6,141.15,152.25,152.1,149.85,1872595,274827749.9,22-SEP-2020,17311,INE119A01028,
BANARBEADS,EQ,54,54.8,52,52.1,52,54.45,11386,612200.65,22-SEP-2020,36,INE655B01011,
BANARISUG,EQ,1305,1334.4,1295,1301.1,1300.5,1300.3,2784,3623707.25,22-SEP-2020,161,INE459A01010,
BANCOINDIA,EQ,87.5,87.75,84.15,86.6,86.9,87.75,77515,6670645.15,22-SEP-2020,1573,INE213C01025,
BANDHANBNK,EQ,275,275,262.35,267.45,268.65,277.2,14047403,3766198408.15,22-SEP-2020,130671,INE545U01014,
BANG,EQ,17.9,17.95,16.55,17.85,17.95,17.65,330,5851.75,22-SEP-2020,22,INE863I01016,
BANKA,SM,39.75,39.75,39.75,39.75,39.75,41.8,3000,119250,22-SEP-2020,1,INE862Y01015,
BANKBARODA,EQ,42.65,42.95,40.85,42.3,42.25,42.85,26903199,1131812448.5,22-SEP-2020,41041,INE028A01039,
BANKBEES,EQ,218,219.89,211.22,213.11,213.65,215.07,1001417,214014339.01,22-SEP-2020,10184,INF204KB15I9,
BANKINDIA,EQ,42,42,40.1,41,41.1,42.1,3418400,139883913.5,22-SEP-2020,10664,INE084A01016,
BANSWRAS,EQ,70.8,70.8,65.15,67.55,68.6,69.75,10925,740919.4,22-SEP-2020,315,INE629D01012,
BARTRONICS,BZ,2.1,2.1,1.95,1.95,1.95,2,8872,17939.9,22-SEP-2020,19,INE855F01034,
BASF,EQ,1470,1481.9,1415,1454.35,1452.9,1460,32386,46930309.7,22-SEP-2020,3707,INE373A01013,
BASML,EQ,87.25,88.75,84.9,85.2,86,87.75,1174,100856.85,22-SEP-2020,79,INE186H01014,
BATAINDIA,EQ,1323.3,1330,1270,1313.85,1315,1323.3,705108,922008394.55,22-SEP-2020,29188,INE176A01028,
BAYERCROP,EQ,6150,6209,5850,5983.3,5998,6135.05,36148,217895608.75,22-SEP-2020,10280,INE462A01022,
BBL,EQ,751.75,754.9,706.95,709.45,709.9,743.2,11311,8118770.45,22-SEP-2020,1956,INE464A01028,
BBTC,EQ,1356,1368.8,1305,1321.35,1329.8,1352.35,80455,106560600.35,22-SEP-2020,6585,INE050A01025,
BBTCL,SM,32.5,32.5,27.2,30,30,33.95,9000,269100,22-SEP-2020,3,INE01EE01011,
BCG,EQ,6.9,7.15,6.7,6.8,6.95,7.05,3552387,23912590.75,22-SEP-2020,1889,INE425B01027,
BCP,EQ,5,5,4.6,4.6,4.6,4.8,95181,441570.7,22-SEP-2020,234,INE905P01028,
BDL,EQ,300.3,301.3,280.4,287.95,287.8,302.35,755045,217219534.4,22-SEP-2020,25098,INE171Z01018,
BEARDSELL,BE,8.2,8.6,8.1,8.1,8.1,8.6,11956,97313.8,22-SEP-2020,19,INE520H01022,
BEDMUTHA,EQ,18.15,18.9,18.05,18.05,18.05,19,5350,96972.5,22-SEP-2020,20,INE844K01012,
BEL,EQ,96.35,96.6,91,92.2,92.75,96.3,16187335,1501594188.35,22-SEP-2020,97186,INE263A01024,
BEML,EQ,625.65,631.3,600,606.2,604,625.65,378123,229671224.95,22-SEP-2020,14140,INE258A01016,
BEPL,EQ,59.1,62.95,57,62.55,62.55,59.1,733713,44685989.3,22-SEP-2020,5528,INE922A01025,
BERGEPAINT,EQ,568.9,569.9,550.5,560.65,562,569.85,765592,427607537.5,22-SEP-2020,19150,INE463A01038,
BETA,SM,94,103,92,97.5,97.5,94.8,23200,2279480,22-SEP-2020,20,INE351Y01019,
BFINVEST,EQ,286,286.8,264,273.9,276,283.45,19256,5247153,22-SEP-2020,1401,INE878K01010,
BFUTILITIE,EQ,235.15,239.8,224.45,227.15,227.5,235.15,109675,25203314.95,22-SEP-2020,3631,INE243D01012,
BGRENERGY,EQ,35.45,35.9,33.7,33.7,33.7,35.45,72290,2452156.45,22-SEP-2020,584,INE661I01014,
BHAGERIA,EQ,132.25,133.9,125.25,129.25,130.9,131,31706,4059432.55,22-SEP-2020,918,INE354C01027,
BHAGYANGR,EQ,18,18.25,17.75,18.2,18.25,18,7247,129877.1,22-SEP-2020,68,INE458B01036,
BHAGYAPROP,EQ,22.5,22.65,21.8,21.85,21.85,22.7,5979,131569.7,22-SEP-2020,25,INE363W01018,
BHANDARI,EQ,1.05,1.1,1,1,1,1.05,98668,100304.9,22-SEP-2020,336,INE474E01029,
