SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,2399.00,2399.00,2325.65,2352.55,2352.55,2390.40,2009,9623,22567048.00,
500003,AEGIS LOGIS ,A ,Q,220.00,220.40,213.95,215.95,215.95,219.80,1872,48669,10578228.00,
500008,AMAR RAJA BA,A ,Q,636.40,636.40,610.50,614.50,614.90,633.05,3356,73549,45536490.00,
500009,A.SARABHAI  ,X ,Q,43.95,47.00,43.90,45.00,45.00,43.95,5481,1589039,71988079.00,
500010,HDFC        ,A ,Q,2555.00,2604.10,2543.75,2592.05,2595.00,2568.85,5208,56477,145363458.00,
500012,ANDHRA PETRO,B ,Q,127.25,127.95,124.10,124.85,125.00,127.25,1200,107412,13521707.00,
500013,ANSAL INFRAS,B ,Q,16.13,16.13,16.13,16.13,16.13,15.37,121,76817,1239058.00,
500014,UTIQUE      ,XT,Q,6.50,6.50,6.50,6.50,6.50,6.84,354,62848,408512.00,
500016,ARUNAHTEL   ,XT,Q,9.20,9.37,8.57,9.20,9.37,9.01,71,54281,496296.00,
500020,BOM DYEING  ,A ,Q,113.95,114.55,108.25,109.20,109.20,114.35,2767,286897,32006820.00,
500023,ASIANHOTNR  ,B ,Q,80.75,82.10,80.75,81.10,81.10,80.25,11,1532,123874.00,
500027,ATUL LTD.   ,A ,Q,9800.00,9881.00,9630.00,9678.55,9698.35,9929.55,751,1401,13705559.00,
500028,ATV PROJECTS,XT,Q,17.57,17.57,16.50,16.91,16.55,16.74,474,153231,2663625.00,
500031,BAJAJ ELECT.,A ,Q,1216.00,1230.85,1194.00,1197.60,1197.60,1220.95,2041,13362,16191254.00,
500032,BAJAJHIND   ,A ,Q,16.80,16.80,16.15,16.35,16.35,16.60,3692,1494606,24785918.00,
500033,FORCE MOTR  ,A ,Q,1335.80,1359.75,1294.15,1305.10,1305.10,1334.45,956,6902,9160995.00,
500034,BAJFINANCE  ,A ,Q,7410.00,7498.95,7307.85,7373.05,7373.05,7531.90,15386,81122,600838236.00,
500038,BALRAM.CHINI,A ,Q,453.30,455.55,417.25,422.55,422.55,453.30,3460,100350,43673922.00,
500039,BANCO PROD. ,B ,Q,185.55,187.40,181.00,182.50,184.05,187.30,550,7581,1396195.00,
500040,CENTURY TEXT,A ,Q,948.50,958.70,932.70,950.15,950.15,970.55,2015,18890,17887580.00,
500041,BANNARI AMAN,A ,Q,2939.95,2952.20,2830.10,2841.45,2855.00,2951.65,40,76,220950.00,
500042,BASF INDIA  ,A ,Q,3123.05,3240.00,3123.05,3222.05,3208.00,3186.90,722,2204,7014881.00,
500043,BATA INDIA  ,A ,Q,2070.00,2077.65,2004.20,2027.60,2027.60,2049.90,4058,47273,96945895.00,
500048,BEML LTD    ,A ,Q,1825.50,1862.00,1780.70,1799.70,1813.95,1828.55,2363,12646,23065877.00,
500049,BHARAT ELECT,A ,Q,212.00,212.00,205.00,206.95,206.95,212.35,6495,419671,87652158.00,
500052,BHANSALI ENG,A ,Q,148.25,150.80,145.35,146.05,146.05,148.25,2997,215857,31990036.00,
500058,BIHAR SPONGE,XT,Q,14.50,14.50,13.20,13.77,13.84,13.89,323,66164,899756.00,
500060,BIRLACABLE  ,B ,Q,101.45,101.90,97.25,99.40,99.80,102.50,486,18477,1856421.00,
500067,BLUE STAR   ,A ,Q,998.00,998.00,985.00,988.40,986.00,1003.80,373,1083,1071747.00,
500068,DISA INDIA  ,X ,Q,6999.00,7068.00,6900.00,6980.70,7000.00,7039.50,76,591,4125715.00,
500069,BNK CAPITAL ,X ,Q,311.00,316.00,302.05,312.15,315.90,310.95,77,3255,1010603.00,
500074,BPL LTD.    ,B ,Q,66.00,68.00,65.05,65.60,65.65,66.95,322,15010,991431.00,
500078,OAL         ,B ,Q,722.05,768.05,722.05,741.90,762.80,754.15,567,3190,2396317.00,
500083,CENTURY EXT ,B ,Q,12.80,13.81,12.80,12.85,12.90,13.24,252,50555,654275.00,
500084,CESC LTD.   ,A ,Q,91.00,91.30,90.45,90.85,90.85,91.00,3714,297544,27045749.00,
500085,CHAMBAL FERT,A ,Q,472.15,483.15,457.40,466.95,466.95,477.10,5425,177452,84102773.00,
500086,EXIDE IND.  ,A ,Q,175.45,179.35,174.80,176.00,176.00,177.70,5770,323861,57412069.00,
500087,CIPLA LTD.  ,A ,Q,886.00,886.00,860.10,866.90,866.90,882.70,6810,250896,218141640.00,
500089,DIC INDIA   ,B ,Q,410.10,418.95,403.05,404.30,403.05,416.55,46,270,110119.00,
500092,CRISIL LTD  ,A ,Q,2840.05,2882.00,2815.00,2835.60,2843.60,2933.50,1359,3934,11202208.00,
500093,CGPOWER     ,B ,Q,180.00,180.75,175.00,176.40,176.40,177.85,1620,72138,12889632.00,
500096,DABUR (I)   ,A ,Q,556.00,557.25,548.00,551.65,551.65,560.25,6849,74605,41174335.00,
500097,DALMIASUG   ,A ,Q,470.10,477.25,447.15,453.15,454.45,475.75,2334,31363,14503206.00,
500101,ARVIND Ltd  ,A ,Q,142.30,143.15,135.20,136.65,136.65,142.30,4427,250327,34942096.00,
500103,BHEL        ,A ,Q,61.10,62.15,58.70,59.60,59.60,61.70,11262,3254900,198171658.00,
500104,HIND.PETRO  ,A ,Q,322.00,325.35,309.20,310.70,310.70,325.10,3223,114113,35971517.00,
500106,IFCI LTD    ,A ,Q,16.20,16.40,15.65,15.80,15.80,16.35,2217,883320,14148772.00,
500108,MAHA.TELE   ,A ,Q,31.55,32.95,29.90,30.25,30.25,31.40,4048,1417798,45040550.00,
500109,MRPL        ,A ,Q,44.50,45.25,43.65,44.15,44.15,44.55,1770,289106,12820803.00,
500110,CHENNAI PET.,A ,Q,111.90,112.75,107.20,108.50,108.50,112.90,1470,49374,5434558.00,
500111,REL.CAP.    ,B ,Q,16.20,16.20,15.53,15.60,15.60,16.34,1371,463697,7325945.00,
500112,STATE BANK  ,A ,Q,506.50,507.40,498.05,502.80,502.80,511.55,19457,747603,376101904.00,
500113,STEEL AUTH. ,A ,Q,104.80,106.00,101.60,102.55,102.55,105.50,30667,3802826,394531522.00,
500114,TITAN       ,A ,Q,2550.00,2560.00,2505.20,2528.70,2528.70,2566.40,7080,76850,194190108.00,
500116,IDBI BANK L ,A ,Q,50.40,50.95,48.35,48.70,48.70,50.55,5031,1561203,77493604.00,
